Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested ,Survey Version DateTime
 VIC1 ,Project,Birdwood Energy Reserve - KCI, Birdwood Energy Reserve Pty Ltd (ACN 658 507 441) as Trustee for Birdwood Energy Reserve Trust, Storage - Battery ,Other - Other,,1,402,402,402,402,402,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2326,V00083,Sep-23,
 VIC1 ,Project,Birkins Solar Farm - Hydrogen - KCI, FRV Services Australia Pty Ltd, Other - Other ,Other - Other,BIRKHG,1,100,100,100,100,100,, Publicly Announced ,S,,,,Proposed, Other ,2329,V00049,Apr-23,6/03/2024
 VIC1 ,Project,Birkins Solar Farm - Solar - KCI, FRV Services Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,BIRKPV,114,3.5,3.5,399,399,399,, Publicly Announced ,SS,,,,Proposed, Solar ,2328,V00048,Apr-23,27/03/2023
 VIC1 ,Project,Birkins Solar Farm - Storage - KCI, FRV Services Australia Pty Ltd, Storage - Battery ,Solar - Solar,BIRKBESS,57,3.5,3.5,199.5,199.5,199.5,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,2327,V00047,Apr-23,6/03/2024
 QLD1 ,Project,Blackstone BESS,FIrm Power P/L, Storage - Battery ,Other - Other,,1,250,250,250,250,250,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2490,Q00088,Jan-24,
 QLD1 ,Project,Blackstone BESS 2 - KCI,FIrm Power P/L, Storage - Battery ,Other - Other,,1,250,250,250,250,250,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2741,Q00149,,
 SA1 ,Project,Blacktop BESS - KCI, BESS Officer Pty Ltd, Storage - Battery ,Other - Other,,1,100,100,100,100,100,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2305,S00028,Sep-23,
 QLD1 ,Project,Blackwater Hybrid System ,Blackwater Project Nominees Pty Ltd as trustee for the Blackwater Project Trust, Solar PV - Single axis tracking ,Solar - Solar,,52,,3.27,,169.99,169.99,, Publicly Announced ,SS,Dec-27,,,Proposed, Solar ,2432,,Apr-23,6/03/2024
 QLD1 ,Project,Blackwater Hybrid System ,Blackwater Project Nominees Pty Ltd as trustee for the Blackwater Project Trust, Storage - Battery ,Solar - Solar,,68,,2.94,,199.99,199.99,400, Publicly Announced ,S,Dec-27,,,Proposed, Battery Storage ,2432,,Apr-23,6/03/2024
 QLD1 ,Project,Blair Athol Solar Power Station,TerraCom Ltd, Solar PV - Fixed ,Solar - Solar,,1,,60,,60,60,, Publicly Announced ,SS,,,,Proposed, Solar ,2042,,Sep-23,
 SA1 ,Project,Blanche BESS - KCI,Blanche BESS Pty Ltd as trustee for Blanche BESS Trust, Storage - Battery ,Other - Other,,1,128,128,128,128,128,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2734,S00063,,
 NSW1 ,Existing Plant,Blayney,Blaney and Crookwell WindFarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,15,0.66,0.66,9.9,9.9,9.9,, In Service ,NS,,2030,,Existing less Announced Withdrawal, Wind ,1020,,Mar-22,14/03/2024
 QLD1 ,Project,Blenheim BESS - KCI, Gatton Solar Farm Pty Ltd, Storage - Battery ,Solar - Solar,,1,29.25,29.25,29.25,29.25,29.25,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2286,Q00025,Sep-23,
 QLD1 ,Project,Blenheim Solar Farm - KCI, Gatton Solar Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,106,106,106,106,106,, Publicly Announced ,TBA,,,,Proposed, Solar ,2285,Q00025,Sep-23,
 NSW1 ,Project,Blind Creek Solar Farm,Ms BCSF Holdings Pty Ltd as trustee for the Blind Creek Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar,,93,,4.2,,390.6,390.6,, Publicly Announced ,SS,,,,Proposed, Solar ,2017,N00044,May-23,5/04/2023
 NSW1 ,Project,Blind Creek Solar Farm,Ms BCSF Holdings Pty Ltd as trustee for the Blind Creek Solar Farm Trust, Storage - Battery ,Solar - Solar,,93,,2.7,,251.1,251.1,250, Publicly Announced ,S,,,,Proposed, Battery Storage ,2017,N00044,May-23,5/04/2023
 NSW1 ,Existing Plant,Blowering,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,BLOWERNG,1,80,80,80,80,80,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1021,,Feb-24,13/03/2024
 SA1 ,Existing Plant,Blue Lake Milling Power Plant,Vibe Energy Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,BLULAKE,1,0.51,0.51,0.51,0.51,0.51,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1302,,Mar-22,22/04/2024
 VIC1 ,Project,Blue Mackerel North Off Shore Wind Farm,Arup Australia Pty Ltd, Wind Turbine - Offshore ,Wind - Wind,,1,"1,819.00","1,819.00","1,819.00","1,819.00","1,819.00",, Publicly Announced ,TBA,,,,Proposed, Wind ,2542,V00102,Sep-23,
 QLD1 ,Existing Plant,Bluegrass Solar Farm,X-Elio Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,BLUEGSF1,1,148,148,148,148,148,0, In Service ,SS,Jun-23,2057,,Existing less Announced Withdrawal, Solar ,1903,,May-24,6/04/2023
 SA1 ,Project,Blyth BESS,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,,64, -   ,3.13, -   ,200,200,400, Committed ,S,Dec-24,2044,,Committed, Battery Storage ,2248,S00021,May-24,29/05/2024
 NSW1 ,Existing Plant,Boco Rock Wind Farm,South Pacific Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BOCORWF1,58,,1.7,,98.6,98.6,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1022,,Feb-24,15/03/2024
 NSW1 ,Existing Plant,Boco Rock Wind Farm,South Pacific Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BOCORWF1,9,,1.6,,14.4,14.4,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1022,,Feb-24,15/03/2024
 NSW1 ,Project,Boco Rock Wind Farm,South Pacific Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BOCOROC2,15, -   ,5.3, -   ,79.5,79.5,, Publicly Announced ,SS,,2046,,Proposed, Wind ,1022,,Feb-24,15/03/2024
 NSW1 ,Existing Plant,Bodangora Wind Farm,Bodangora Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BODWF1,33,3.43,3.43,113.19,113.19,113.19,, In Service ,SS,Feb-19,2049,,Existing less Announced Withdrawal, Wind ,1259,,Feb-24,12/03/2024
 NSW1 ,Project,Boggabri solar and storage project ,Photon Energy, Storage - Battery ,Solar - Solar,,1,,9.8,,9.8,9.8,10, Publicly Announced ,S,,,,Proposed, Battery Storage ,2265,,Jan-24,
 VIC1 ,Existing Plant,Bogong / Mackay,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,MCKAY1,6, -   ,26.67, -   ,160.02,160.02,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1023,,Feb-24,7/03/2024
 VIC1 ,Existing Plant,Bogong / Mackay,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,MCKAY1,2, -   ,70, -   ,140,140,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1023,,Feb-24,7/03/2024
 NSW1 ,Project,Boiling Down BESS,Hanwha Energy Australia Pty Ltd, Storage - Battery ,Other - Other,,65,4,4,260,260,260,0, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2476,N00111,Sep-23,
 SA1 ,Existing Plant,Bolivar Power Station,Iberdrola Australia Energy Markets Pty Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,BOLIVPS1,4,,30.8,,123.2,123.2,, In Service ,S,Dec-22,2045,,Existing less Announced Withdrawal, OCGT ,1533,,Feb-24,12/03/2024
 SA1 ,Existing Plant,Bolivar Waste Water Treatment,South Australian Water Corporation, Solar PV - Fixed ,Solar - Solar,BOWWPV1,3,,3.75,,11.25,11.25,, In Service ,SS,Oct-22,2045,,Existing less Announced Withdrawal, Solar ,1393,,Feb-24,18/03/2024
 SA1 ,Existing Plant,Bolivar Waste Water Treatment,South Australian Water Corporation, Storage - Battery ,Other - Other,BOWWBA1G,1,,2.46,,2.46,2.46,5.04, In Service ,S,Feb-23,2045,,Existing less Announced Withdrawal, Battery Storage ,1393,,Feb-24,18/03/2024
 SA1 ,Existing Plant,Bolivar Waste Water Treatment,South Australian Water Corporation, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas,,3,,2.5,,7.5,7.5,, In Service ,NS,,2045,,Existing less Announced Withdrawal, Biomass ,1393,,Feb-24,18/03/2024
 QLD1 ,Project,Boma Solar Farm,Solis Industria, Solar PV - Single axis tracking ,Solar - Solar,,1,,15,,15,15,, Publicly Announced ,TBA,,,,Proposed, Solar ,1719,,Jan-24,
 NSW1 ,Existing Plant,Bomen Solar Farm,Spark Infrastructure Holdings No. 6 Pty Limited, Solar PV - Single axis tracking ,Solar - Solar,BOMENSF1,44,2.75,2.75,121,121,121,0, In Service ,SS,Nov-20,2050,,Existing less Announced Withdrawal, Solar ,1554,,Feb-24,5/06/2024
 NSW1 ,Project,Bonshaw Solar Farm,GAIA Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, -   ,200, -   ,200,200,, Publicly Announced ,SS,Jun-25,2053,,Proposed, Solar ,1906,N00008,Sep-23,21/09/2023
 VIC1 ,Project,Bookaar Solar Farm,Infinergy Australia Pty ltd�, Solar PV - Fixed ,Solar - Solar,,1,290,290,290,290,290,, Publicly Announced ,SS,,,,Proposed, Solar ,2614,V00118,,
 QLD1 ,Project,Boomber Green Energy Hub,Boomer Green Energy Hub Pty Ltd (a subsidiary of the Ark Energy Group), Wind Turbine - Onshore ,Wind - Wind,,152,,7.8,,"1,185.60","1,185.60",, Publicly Announced ,SS,,,,Proposed, Wind ,2519,,Sep-23,3/10/2023
 QLD1 ,Project,Boomer Green Energy Hub,ARK Energy Corporation Pty Ltd, Other - Other ,Other - Other,,1,500,500,500,500,500,, Publicly Announced ,SS,,,,Proposed, Other ,2567,Q00091,Sep-23,18/03/2024
 SA1 ,Existing Plant,Bordertown Power Station Gen,Vibe Energy Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,,1,0.8,5,0.8,5,5,0, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1511,,Apr-21,22/04/2024
 VIC1 ,Existing Plant,Boronia Mini Hydro,TBA, Hydro - Dam ,Hydro - Water,,1,,0.11,,0.11,0.11,, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,2074,,,
 QLD1 ,Project,Borumba,Queensland Hydro, Storage - Pumped hydro ,Hydro - Water,,6,333,333,"1,998.00","1,998.00","1,998.00",48000, Anticipated ,S,Sep-31,2130,,Anticipated, Water ,1921,,May-24,3/06/2024
 QLD1 ,Project,Borumba Pumped Hydro,Queensland Hydro, Storage - Pumped hydro ,Hydro - Water,,1,,"1,000.00",,"1,000.00","1,000.00",24000, Publicly Announced ,S,,,,Proposed, Water ,2789,,,
 QLD1 ,Project,Boulder Creek Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,60,,6.2,,372,372,, Publicly Announced ,SS,,,,Proposed, Wind ,2003,Q00013,Sep-23,3/10/2023
 QLD1 ,Existing Plant,Bouldercombe Battery project,Genex Power Limited, Storage - Battery ,Other - Other,BBATTERY,40,,1.25,,50,50,100, In Service ,S,Nov-23,2042,,Existing less Announced Withdrawal, Battery Storage ,1873,Q00004,May-24,31/05/2024
 QLD1 ,Project,Bouldercombe Battery project - Stage 2 - KCI,Genex Power Limited, Storage - Battery ,Other - Other,,1,50,50,50,50,50,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2712,Q00150,,
 QLD1 ,Project,Bouldercombe Solar Farm,EEW Eco Energy World Ltd, Solar PV - Fixed ,Solar - Solar,,1,200,200,200,200,200,, Publicly Announced ,SS,,,,Proposed, Solar ,1458,,Jan-24,11/03/2024
 VIC1 ,Project,Boulka Park BESS,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other,,1,250,250,250,250,250,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2653,V00136,,
 QLD1 ,Project,Bowen PHES - KCI, Blue Hydro Project Pty Ltd, Storage - Pumped hydro ,Hydro - Water,,1,750,750,750,750,750,18000, Publicly Announced ,TBA,,,,Proposed, Water ,2292,Q00055,Sep-23,
 NSW1 ,Project,Bowmans Creek Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,56,,6.19,,346.64,346.64,, Publicly Announced ,SS,,,,Proposed, Wind ,2005,N00061,Sep-23,3/10/2023
 QLD1 ,Project,Bracewell Energy Project,TotalEnergies Renewables Australia, Solar PV - Single axis tracking ,Solar - Solar,,144,,3.47,,500.11,500.11,, Publicly Announced ,SS,Jul-30,,,Proposed, Solar ,2555,,Sep-23,18/03/2024
 QLD1 ,Project,Bracewell Energy Project,TotalEnergies Renewables Australia, Storage - Battery ,Solar - Solar,,58,,3.44,,199.52,199.52,200, Publicly Announced ,S,Jul-30,,,Proposed, Battery Storage ,2555,,Sep-23,18/03/2024
 QLD1 ,Existing Plant,Braemar,Braemar Power Project Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR1,1,,188,,188,188,, In Service ,S,,2046,,Existing less Announced Withdrawal, OCGT ,1026,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Braemar,Braemar Power Project Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR2,1,,188,,188,188,, In Service ,S,,2046,,Existing less Announced Withdrawal, OCGT ,1026,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Braemar,Braemar Power Project Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR3,1,,188,,188,188,, In Service ,S,,2046,,Existing less Announced Withdrawal, OCGT ,1026,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Braemar 2 Power Station,NewGen Braemar 2 Partnership comprising Arrow Braemar 2 Pty Ltd and Arrow Southern Generation Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR5,1,,173,,173,173,, In Service ,S,,2049,,Existing less Announced Withdrawal, OCGT ,1027,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Braemar 2 Power Station,NewGen Braemar 2 Partnership comprising Arrow Braemar 2 Pty Ltd and Arrow Southern Generation Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR6,1,,173,,173,173,, In Service ,S,,2049,,Existing less Announced Withdrawal, OCGT ,1027,,Feb-24,8/03/2024
 QLD1 ,Existing Plant,Braemar 2 Power Station,NewGen Braemar 2 Partnership comprising Arrow Braemar 2 Pty Ltd and Arrow Southern Generation Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR7,1,,173,,173,173,, In Service ,S,,2049,,Existing less Announced Withdrawal, OCGT ,1027,,Feb-24,8/03/2024
 QLD1 ,Project,Brendale BESS,Brendale Battery ProjectCo Pty Lt, Storage - Battery ,Other - Other,,112, -   ,1.83, -   ,204.96,204.96,410, Anticipated ,S,Jun-26,,,Anticipated, Battery Storage ,2526,,May-24,27/05/2024
 NSW1 ,Project,Brewongle Solar Farm,Photon Energy, Solar PV - Fixed ,Solar - Solar,,1,,,,,,, Publicly Announced ,SS,,,,Proposed, Solar ,1592,,May-24,
 VIC1 ,Existing Plant,Bridgewater,Ceramet, Solar PV - Fixed ,Solar - Solar,,1,,1.3,,1.3,1.3,, In Service ,NS,,,,Existing less Announced Withdrawal, Solar ,2075,,,
 SA1 ,Project,Bridle Track Solar Project,ACEN Renewables, Solar PV - Single axis tracking ,Solar - Solar,,1,300,300,300,300,300,0, Publicly Announced ,SS,,2051,,Proposed, Solar ,1686,,May-23,9/06/2023
 QLD1 ,Project,Brigalow GT (Kogan Creek GT),CS Energy, Turbine - OCGT ,Fossil - Natural Gas,,1, -   ,400, -   ,400,400,, Publicly Announced ,S,,,,Proposed, OCGT ,2568,Q00083,May-24,3/06/2024
 SA1 ,Project,Brinkworth BESS,Akaysha Energy, Storage - Battery ,Other - Other,,72, -   ,4.17, -   ,300.24,300.24,1000, Publicly Announced ,S,,,,Proposed, Battery Storage ,2652,S00061,,31/05/2024
 VIC1 ,Existing Plant,Broadmeadows,EDL LFG Vic Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,,6,,1.03,,6.18,6.18,, In Service ,NS,,2029,,Existing less Announced Withdrawal, Other ,1029,,Mar-22,30/09/2022
 QLD1 ,Project,Broadsound Solar Farm,Broadsound Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,92,4,4,368,368,368,, Anticipated ,SS,,,,Anticipated, Solar ,1718,Q00021,May-24,21/06/2024
 NSW1 ,Existing Plant,Broadwater,Cape Byron Management PTY LTD, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Biomass,BWTR1,1,38,38,38,38,38,, In Service ,NS,,2038,,Existing less Announced Withdrawal, Biomass ,1439,,Apr-23,5/04/2023
 NSW1 ,Project,Brocklehurst Solar Farm,TBA, Solar PV - Fixed ,Solar - Solar,,1,29,29,29,29,29,, Publicly Announced ,NS,,,,Proposed, Solar ,1640,,,
 VIC1 ,Project,Broken Creek Solar Farm - KCI,BSR EPC Pty Limited, Solar PV - Fixed ,Solar - Solar,,1,,173,,173,173,, Publicly Announced ,SS,,,,Proposed, Solar ,2750,V00158,,
 NSW1 ,Existing Plant,Broken Hill,MACQGEN, Storage - Battery ,Other - Other,BHBG1 & BHBL1,1,,50,,50,50,50, In Commissioning ,S,Jun-24,2043,,Existing less Announced Withdrawal, Battery Storage ,2172,,May-24,8/07/2024
 NSW1 ,Existing Plant,Broken Hill GT,Transgrid, Turbine - OCGT ,Fossil - Diesel,GB01,1,25,50,25,50,50,, In Service ,NS,,2027,,Existing less Announced Withdrawal, OCGT ,1030,,Apr-23,5/04/2023
 NSW1 ,Existing Plant,Broken Hill Solar Plant,PARF Company 6 Pty Limited, Solar PV - Fixed ,Solar - Solar,BROKENH1,40,,1.33,,53,53,, In Service ,SS,,2043,,Existing less Announced Withdrawal, Solar ,1266,,Feb-24,8/03/2024
 NSW1 ,Existing Plant,Brown Mountain Hydro Power Station,Cochrane Dam Pty Ltd, Hydro - Dam ,Hydro - Water,BROWNMT,1,,5,,5,5,, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,2076,,,
 QLD1 ,Existing Plant,Browns Plains,EDL LFG (Qld) Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,BPLANDF1,1,,1.03,,1.03,1.03,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1031,,Mar-22,6/04/2022
 QLD1 ,Existing Plant,Browns Plains,EDL LFG (Qld) Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,BPLANDF2,1,,1.15,,1.15,1.15,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1031,,Mar-22,6/04/2022
 VIC1 ,Existing Plant,Bulgana Green Power Hub - BESS,Bulgana Wind Farm Pty Ltd, Storage - Battery ,Other - Other,BULBESG1,40,,0.5,,20,20,34, In Service ,S,Nov-21,2049,,Existing less Announced Withdrawal, Battery Storage ,1590,,Feb-24,21/02/2024
 VIC1 ,Existing Plant,Bulgana Green Power Hub - Wind Farm,Bulgana Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BULGANA1,56,,3.65,,204.4,204.4,, In Service ,SS,Nov-21,2049,,Existing less Announced Withdrawal, Wind ,1289,,Feb-24,21/03/2024
 NSW1 ,Project,Bullawah Wind Farm � Stage 1,Bullawah Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,50,6,6,300,300,300,, Publicly Announced ,SS,,2057,,Proposed, Wind ,2532,N00122,Sep-23,28/09/2023
 QLD1 ,Project,Bulli Creek Battery,Genex Power Limited, Storage - Battery ,Other - Other,,1,400,400,400,400,400,1600, Publicly Announced ,S,,,,Proposed, Battery Storage ,2414,,May-23,6/03/2024
 QLD1 ,Project,Bulli Creek BESS (Trina),Trina Solar (Australia) Pty Ltd, Storage - Battery ,Other - Other,,1,450,450,450,450,450,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2666,Q00136,,
 QLD1 ,Project,Bulli Creek Solar Farm,Genex Power Limited, Solar PV - Single axis tracking ,Solar - Solar,,205,5,5,"1,025.00","1,025.00","1,025.00",, Publicly Announced ,SS,,,,Proposed, Solar ,1417,Q00077,May-23,6/03/2024
 QLD1 ,Project,Bulli Creek Solar Farm,Genex Power Limited, Solar PV - Single axis tracking ,Solar - Solar,,135,5,5,675,675,675,, Publicly Announced ,SS,,,,Proposed, Solar ,1417,Q00077,May-23,6/03/2024
 QLD1 ,Project,Bulli Creek Solar Farm (Trina),Trina Solar (Australia) Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,450,450,450,450,450,, Publicly Announced ,SS,,,,Proposed, Solar ,2665,Q00136,,
 QLD1 ,Project,Bullyard Solar Farm,EnerTECH PV Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,,97,,97,97,, Publicly Announced ,SS,,,,Proposed, Solar ,2125,,Jan-24,
 QLD1 ,Project,Bundaberg Solar Farm,Bundaberg Development Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1,78,78,78,78,78,, Committed ,SS,Aug-25,2050,,Committed, Solar ,1711,,May-24,5/06/2024
 SA1 ,Project,Bundey BESS and Solar Project,Genaspi Energy Group Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,,475,,475,475,, Publicly Announced ,SS,,,,Proposed, Solar ,2693,,,
 SA1 ,Project,Bundey BESS and Solar Project,Genaspi Energy Group Pty Ltd, Storage - Battery ,Other - Other,,1,,300,,300,300,1200, Publicly Announced ,S,,,,Proposed, Battery Storage ,2693,,,
 SA1 ,Project,Bundey BESS and Solar Project,Genaspi Energy Group Pty Ltd, Storage - Battery ,Other - Other,,1,,300,,300,300,1200, Publicly Announced ,S,,,,Proposed, Battery Storage ,2693,,,
 SA1 ,Project,Bundey BESS and Solar Project,Genaspi Energy Group Pty Ltd, Storage - Battery ,Other - Other,,1,,600,,600,600,600, Publicly Announced ,S,,,,Proposed, Battery Storage ,2693,,,
 SA1 ,Project,Bundy Energy Hub A (BESS),Syn-Co Global, Storage - Battery ,Other - Other,,1,250,250,250,250,250,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2551,S00042,Sep-23,
 SA1 ,Project,Bundy Energy Hub B (BESS),SynCo Global, Storage - Battery ,Other - Other,,1,250,250,250,250,250,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2598,S00050,,
 QLD1 ,Project,Bungaban Wind Farm, Windlab Developments Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,175,8,8,"1,400.00","1,400.00","1,400.00",, Publicly Announced ,SS,Dec-31,,,Proposed, Wind ,2293,Q00049,Apr-23,15/12/2023
 SA1 ,Project,Bungala BESS,Enel Green Power Australia Pty Ltd, Storage - Battery ,Other - Other,,1,,40,,40,40,0, Publicly Announced ,S,,,,Proposed, Battery Storage ,2261,S00019,Sep-23,10/10/2023
 SA1 ,Existing Plant,Bungala One Solar Farm,Bungala One Operations Pty Ltd as trustee for the Bungala One Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,BNGSF1,54,2.04,2.5,110.16,135,135,0, In Service ,SS,Dec-18,2044,,Existing less Announced Withdrawal, Solar ,1589,,Feb-24,18/03/2024
 SA1 ,Project,Bungala Three Battery Energy Storage System,Reach Solar Management Co, Storage - Battery ,Solar - Solar,,1,300,300,300,300,300,1200, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2580,,Jan-24,
 SA1 ,Project,Bungala Three Solar Power Plant,Reach Solar Management Co, Solar PV - Single axis tracking ,Solar - Solar,,39,2.05,2.05,79.99,79.99,79.99,0, Publicly Announced ,SS,,,,Proposed, Solar ,1483,,Jan-24,12/05/2022
 SA1 ,Existing Plant,Bungala Two Solar Farm,Bungala Two Operations Pty Ltd as trustee for the Bungala Two Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,BNGSF2,54,2.04,2.5,110.16,135,135,, In Service ,SS,Sep-21,2044,,Existing less Announced Withdrawal, Solar ,1587,,Feb-24,18/03/2024
 SA1 ,Project,Bungama BESS (ARENA ),Bungama Bess Trust, Storage - Battery ,Other - Other,,1,200,200,200,200,200,400, Publicly Announced ,S,,,,Proposed, Battery Storage ,1939,,,9/12/2022
 SA1 ,Project,Bungama Solar,Bungama Project (Solar) Operations Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,74,,3.78,,280.02,280.02,, Publicly Announced ,SS,Dec-27,,,Proposed, Solar ,2049,S00004,May-24,27/05/2024
 SA1 ,Project,Bungama Solar,Bungama Project (Solar) Operations Pty Ltd, Storage - Battery ,Other - Other,,1,,150,,150,150,300, Anticipated ,S,Oct-25,,,Anticipated, Battery Storage ,2049,S00004,May-24,27/05/2024
